user,post,IntDegree
5207,158,19.6667
5207,58,27.0
5207,34,21.6667
5207,164,20.4286
5207,59,20.5
5207,17,18.6
5207,35,25.0
5207,88,30.0
5207,18,21.6667
5207,36,27.0
5207,37,22.8571
5207,38,19.1667
5207,89,29.875
5207,39,22.2222
5207,117,28.75
5207,19,27.0
5207,63,27.0
5207,173,26.25
5207,20,21.1667
5207,21,23.6
5207,42,22.4286
5207,43,29.75
5207,22,26.6667
5207,66,25.4286
5207,245,22.2222
5207,23,17.5
5207,181,21.5
5209,0,14.0
5209,1,23.0
5209,68,21.1667
5209,69,24.7143
5209,129,26.0
5209,49,21.0
5209,902,18.5714
5209,134,22.7778
5209,51,23.5
5209,73,24.0
5209,6,24.5
5209,74,20.6667
5209,75,24.0
5209,77,21.625
5209,78,19.2857
5209,139,20.8
5209,8,20.1429
5209,10,25.4286
5209,28,20.0
5209,259,24.6
5209,29,22.1429
5209,12,15.5
5209,81,23.5
5209,13,23.6
5209,148,23.0
5209,14,26.0
5209,82,27.1667
5209,15,26.8
5209,16,18.2857
5209,158,14.6667
5209,160,25.4
5209,162,25.4
5209,59,17.6667
5209,88,23.6
5209,18,20.8333
5209,36,21.5
5209,37,18.1429
5209,38,13.5
5209,89,25.625
5209,39,22.7778
5209,171,25.8333
5209,19,23.0
5209,63,21.5
5209,173,23.5
5209,20,15.5
5209,42,18.4286
5209,94,19.625
5209,43,25.75
5209,22,23.0
5209,66,22.0
5209,245,22.7778
5209,23,18.25
5209,181,15.0
5210,45,38.0
5210,122,42.5
5210,67,33.2
5210,0,20.4286
5210,1,35.5
5210,46,28.8333
5210,326,30.2
5210,184,34.7143
5210,47,32.8
5210,68,32.6667
5210,48,31.8333
5210,129,38.8
5210,49,31.0
5210,3,31.5714
5210,4,34.4
5210,5,33.4
5210,100,43.3333
5210,101,28.4444
5210,902,29.1429
5210,134,32.3333
5210,51,34.0
5210,73,34.6667
5210,6,36.625
5210,7,32.8
5210,75,35.8
5210,76,32.6667
5210,77,30.875
5210,78,28.1429
5210,188,39.6667
5210,139,28.3
5210,189,29.625
5210,10,36.2857
5210,28,28.8333
5210,259,38.0
5210,11,37.0
5210,54,34.0
5210,224,31.3333
5210,409,35.0
5210,29,32.7143
5210,12,22.75
5210,81,32.875
5210,146,32.2
5210,30,28.8
5210,13,35.8
5210,148,33.3
5210,14,39.6667
5210,33,26.2
5210,57,22.4286
5210,152,27.4
5210,110,27.1667
5210,82,38.8333
5210,15,36.6
5210,156,28.6
5210,84,34.3333
5210,16,25.5714
5210,158,23.3333
5210,58,32.5
5210,160,37.6
5210,85,19.75
5210,162,37.6
5210,34,22.3333
5210,164,23.5714
5210,199,35.0
5210,59,26.5
5210,17,28.6
5210,35,33.0
5210,88,36.4
5210,18,30.1667
5210,36,34.5
5210,37,29.0
5210,38,19.1667
5210,89,38.125
5210,39,31.7778
5210,117,39.0
5210,171,38.8333
5210,19,35.6667
5210,63,34.5
5210,173,34.0
5210,20,23.0
5210,273,39.8333
5210,41,36.4
5210,21,28.4
5210,42,28.5714
5210,94,27.0
5210,43,40.5
5210,22,35.5
5210,66,32.4286
5210,245,31.7778
5210,23,25.75
5210,181,22.25
5211,45,22.6667
5211,122,25.0
5211,0,14.0
5211,1,22.3333
5211,46,18.0
5211,326,19.1
5211,129,22.8
5211,3,19.4286
5211,4,22.0
5211,5,21.0
5211,101,16.0
5211,51,17.75
5211,73,19.0
5211,6,21.375
5211,8,18.2857
5211,28,15.8333
5211,54,20.8333
5211,224,19.6667
5211,409,21.75
5211,29,20.1429
5211,81,18.25
5211,146,19.4
5211,14,24.5
5211,33,18.6
5211,152,17.2
5211,110,17.0
5211,82,21.3333
5211,15,21.4
5211,84,21.1667
5211,16,16.7143
5211,158,17.0
5211,85,12.0
5211,162,22.2
5211,34,14.3333
5211,164,16.8571
5211,199,21.7143
5211,59,15.5
5211,17,15.6
5211,36,22.5
5211,37,18.2857
5211,38,13.5
5211,19,22.3333
5211,63,22.5
5211,20,15.1667
5211,21,18.0
5211,42,17.8571
5211,22,22.3333
5211,66,20.8571
5211,181,14.25
5212,45,15.3333
5212,0,11.8571
5212,1,14.8333
5212,46,13.8333
5212,326,13.6
5212,3,13.5714
5212,78,14.4286
5212,54,14.5
5212,29,15.5714
5212,12,13.75
5212,14,16.6667
5212,33,15.2
5212,195,15.4286
5212,303,15.4286
5212,162,15.0
5212,34,11.0
5212,17,8.8
5212,88,15.4
5212,36,15.5
5212,37,12.7143
5212,38,12.3333
5212,171,15.1667
5212,19,15.0
5212,63,15.5
5212,20,12.1667
5212,42,12.4286
5212,22,14.8333
5212,66,14.5714
5213,45,31.6667
5213,122,35.5
5213,67,28.2
5213,1,30.5
5213,2,34.75
5213,46,24.1667
5213,326,26.2
5213,184,30.2857
5213,68,29.1667
5213,48,28.5
5213,69,30.5714
5213,129,32.6
5213,49,27.6667
5213,3,27.7143
5213,4,29.8
5213,5,29.4
5213,100,38.3333
5213,101,26.1111
5213,902,26.0
5213,134,28.7778
5213,51,29.25
5213,73,29.3333
5213,6,30.875
5213,7,27.4
5213,76,28.5
5213,78,23.8571
5213,139,26.5
5213,189,25.125
5213,8,25.1429
5213,9,27.8571
5213,10,32.0
5213,28,26.5
5213,259,34.2
5213,54,28.8333
5213,224,27.0
5213,409,30.25
5213,29,28.2857
5213,12,18.75
5213,146,28.2
5213,30,23.8
5213,107,28.1429
5213,13,30.8
5213,148,29.1
5213,14,34.0
5213,33,23.4
5213,152,24.6
5213,110,22.3333
5213,82,34.5
5213,15,32.8
5213,16,21.5714
5213,158,21.0
5213,34,18.0
5213,164,20.7143
5213,199,30.0
5213,59,23.3333
5213,17,26.8
5213,36,29.5
5213,38,16.0
5213,89,32.375
5213,39,29.0
5213,117,32.75
5213,19,30.3333
5213,63,29.5
5213,173,29.25
5213,20,19.1667
5213,273,35.1667
5213,393,27.2222
5213,41,32.6
5213,42,25.7143
5213,22,30.5
5213,66,27.8571
5213,245,29.0
5213,23,23.0
5213,181,18.0
5215,45,22.8333
5215,122,26.3333
5215,1,24.1667
5215,2,21.25
5215,46,17.6667
5215,184,21.5714
5215,47,19.2
5215,68,17.8333
5215,3,17.1429
5215,5,22.6
5215,100,25.3333
5215,902,17.8571
5215,6,21.875
5215,7,20.2
5215,78,15.5714
5215,9,20.7143
5215,54,22.5
5215,224,20.3333
5215,409,22.0
5215,29,16.8571
5215,146,17.8
5215,13,20.6
5215,148,18.9
5215,32,21.0
5215,14,24.8333
5215,15,18.2
5215,158,16.6667
5215,34,11.3333
5215,164,15.7143
5215,199,22.7143
5215,59,14.8333
5215,35,22.4
5215,36,21.0
5215,117,19.0
5215,19,23.6667
5215,63,21.0
5215,173,14.25
5215,20,13.0
5215,273,23.1667
5215,41,24.2
5215,42,18.7143
5215,43,27.25
5215,22,24.1667
5215,66,19.8571
5217,45,13.1667
5217,0,9.1429
5217,1,13.0
5217,129,13.2
5217,51,10.75
5217,54,12.8333
5217,29,11.8571
5217,82,13.3333
5217,16,10.8571
5217,160,14.0
5217,162,14.0
5217,59,10.5
5217,17,10.8
5217,37,11.1429
5217,38,9.0
5217,39,12.1111
5217,173,10.75
5217,20,9.6667
5217,42,10.4286
5217,22,13.0
5217,66,12.1429
5217,245,12.1111
5218,45,12.8333
5218,122,13.5
5218,0,10.0
5218,46,11.8333
5218,326,11.3
5218,68,11.6667
5218,129,13.4
5218,29,12.8571
5218,14,12.3333
5218,82,12.8333
5218,15,12.0
5218,84,11.6667
5218,160,11.6
5218,59,9.5
5218,36,12.0
5218,37,10.5714
5218,38,9.5
5218,173,11.0
5218,20,9.6667
5218,42,10.8571
5219,45,15.1667
5219,67,14.0
5219,0,10.7143
5219,46,12.5
5219,184,13.8571
5219,68,14.1667
5219,6,13.875
5219,11,14.3333
5219,54,13.8333
5219,29,13.4286
5219,13,14.8
5219,32,13.75
5219,33,11.4
5219,110,12.1667
5219,15,12.8
5219,16,11.0
5219,59,12.3333
5219,17,12.6
5219,18,13.3333
5219,36,12.0
5219,37,12.8571
5219,39,12.4444
5219,19,13.1667
5219,20,10.1667
5219,21,12.6
5219,42,11.8571
5219,94,12.25
5220,1,17.0
5220,48,14.6667
5220,69,14.7143
5220,4,16.0
5220,6,15.25
5220,188,18.3333
5220,10,16.1429
5220,224,15.6667
5220,148,15.1
5220,14,18.3333
5220,82,14.5
5220,15,15.4
5220,160,16.0
5220,17,12.6
5220,37,13.1429
5220,19,17.0
5220,173,10.5
5220,20,10.1667
5220,273,17.5
5220,21,12.0
5220,42,11.1429
5220,94,11.25
5220,43,18.5
5220,22,17.0
5224,122,27.1667
5224,67,22.8
5224,0,15.5714
5224,1,23.3333
5224,326,19.5
5224,184,23.0
5224,47,23.4
5224,68,21.1667
5224,69,22.0
5224,3,20.4286
5224,5,21.2
5224,100,27.6667
5224,134,20.8889
5224,51,22.75
5224,6,23.625
5224,74,19.3333
5224,77,20.625
5224,78,20.0
5224,139,19.2
5224,28,20.1667
5224,11,23.1667
5224,54,23.0
5224,12,17.75
5224,146,19.6
5224,30,20.4
5224,13,25.2
5224,32,24.0
5224,14,26.1667
5224,33,18.2
5224,57,16.8571
5224,15,22.8
5224,195,20.5714
5224,156,20.2
5224,16,17.7143
5224,58,20.75
5224,59,19.0
5224,17,19.6
5224,35,22.8
5224,88,26.0
5224,18,21.0
5224,36,19.5
5224,37,20.0
5224,38,15.5
5224,117,25.75
5224,19,23.1667
5224,20,17.6667
5224,273,26.5
5224,41,24.6
5224,21,21.6
5224,42,18.2857
5224,94,18.5
5224,43,26.5
5224,22,23.3333
5224,66,20.8571
5224,23,18.75
5224,181,17.25
5226,45,27.1667
5226,122,30.3333
5226,1,27.3333
5226,2,25.25
5226,46,20.8333
5226,68,21.6667
5226,48,22.8333
5226,129,26.8
5226,3,23.4286
5226,4,26.4
5226,902,20.0
5226,134,23.0
5226,6,26.75
5226,7,23.2
5226,76,21.0
5226,188,29.6667
5226,139,20.9
5226,189,20.5
5226,9,23.0
5226,10,27.1429
5226,11,26.8333
5226,224,24.6667
5226,409,27.125
5226,29,22.2857
5226,12,15.75
5226,81,23.375
5226,148,24.7
5226,14,29.6667
5226,33,18.4
5226,110,18.8333
5226,82,26.8333
5226,15,26.8
5226,156,19.8
5226,16,18.4286
5226,58,24.5
5226,160,28.6
5226,85,14.0
5226,162,28.6
5226,34,16.0
5226,199,27.1429
5226,59,18.3333
5226,88,24.4
5226,36,23.5
5226,37,21.4286
5226,38,13.6667
5226,39,23.5556
5226,117,25.75
5226,171,28.3333
5226,19,27.3333
5226,173,21.0
5226,20,16.1667
5226,42,20.5714
5226,43,30.0
5226,22,27.3333
5226,66,25.2857
5226,245,23.5556
5226,23,17.5
5227,45,11.1667
5227,67,10.6
5227,2,10.5
5227,46,11.3333
5227,68,10.8333
5227,49,9.3333
5227,75,9.4
5227,54,9.8333
5227,29,11.2857
5227,107,9.5714
5227,57,10.5714
5227,110,11.5
5227,58,10.5
5227,34,10.0
5227,17,9.8
5227,36,8.5
5227,38,10.1667
5227,63,8.5
5227,20,10.3333
5227,42,9.8571
5227,23,9.0
5227,181,10.25
5230,45,23.1667
5230,122,25.1667
5230,67,18.8
5230,1,21.6667
5230,46,18.5
5230,326,18.8
5230,68,19.1667
5230,5,20.6
5230,51,18.5
5230,6,21.875
5230,75,22.6
5230,76,18.0
5230,11,23.1667
5230,224,19.6667
5230,409,21.5
5230,29,19.4286
5230,12,13.75
5230,146,20.2
5230,148,19.5
5230,32,18.75
5230,14,23.3333
5230,33,16.4
5230,57,14.2857
5230,152,17.0
5230,82,21.6667
5230,156,18.0
5230,16,16.7143
5230,158,16.1667
5230,58,21.0
5230,160,23.2
5230,85,11.0
5230,162,23.2
5230,164,16.0
5230,199,21.5714
5230,59,16.1667
5230,18,17.0
5230,36,20.5
5230,37,17.4286
5230,38,12.6667
5230,39,18.5556
5230,117,21.25
5230,20,14.3333
5230,42,17.8571
5230,22,21.6667
5230,66,20.1429
5230,245,18.5556
5230,23,14.75
5230,181,13.5
5231,2,22.0
5231,68,19.0
5231,48,18.5
5231,69,21.7143
5231,129,22.2
5231,4,17.4
5231,5,18.4
5231,100,24.6667
5231,101,18.6667
5231,134,20.0
5231,51,20.0
5231,6,20.25
5231,7,18.8
5231,78,18.0
5231,139,18.6
5231,8,18.2857
5231,10,21.2857
5231,11,20.5
5231,29,20.1429
5231,12,16.5
5231,81,20.125
5231,14,21.1667
5231,110,17.5
5231,82,24.1667
5231,15,23.4
5231,156,17.6
5231,34,14.3333
5231,59,17.0
5231,17,19.2
5231,88,22.4
5231,36,17.5
5231,37,16.0
5231,38,14.1667
5231,89,21.875
5231,39,19.7778
5231,19,18.1667
5231,63,17.5
5231,173,20.0
5231,20,15.0
5231,273,23.6667
5231,21,18.8
5231,42,17.0
5231,94,17.875
5231,245,19.7778
5231,23,16.0
5231,181,15.75
5234,45,15.1667
5234,184,13.2857
5234,5,15.2
5234,100,16.6667
5234,902,13.4286
5234,51,12.0
5234,78,12.0
5234,29,13.1429
5234,146,13.0
5234,82,15.5
5234,15,15.0
5234,84,12.8333
5234,158,12.5
5234,58,13.25
5234,160,15.8
5234,162,15.8
5234,164,11.8571
5234,59,11.1667
5234,36,15.0
5234,39,13.3333
5234,171,15.5
5234,63,15.0
5234,173,12.0
5234,273,15.0
5234,245,13.3333
5234,23,10.75
5235,45,15.1667
5235,2,15.75
5235,46,13.5
5235,48,14.3333
5235,5,13.8
5235,100,16.6667
5235,101,13.3333
5235,51,16.25
5235,73,16.3333
5235,6,14.625
5235,7,14.6
5235,10,15.2857
5235,28,13.6667
5235,54,13.5
5235,29,15.5714
5235,14,15.6667
5235,33,12.6
5235,57,12.5714
5235,110,14.0
5235,82,17.3333
5235,15,16.4
5235,160,14.6
5235,59,12.5
5235,17,14.0
5235,88,17.2
5235,38,11.6667
5235,39,14.0
5235,117,17.5
5235,173,16.25
5235,20,12.1667
5235,23,12.25
5240,67,16.0
5240,1,18.6667
5240,184,17.4286
5240,49,16.0
5240,4,18.6
5240,5,16.0
5240,100,19.6667
5240,6,17.375
5240,75,18.0
5240,224,17.3333
5240,409,17.75
5240,29,13.4286
5240,146,14.8
5240,13,17.8
5240,148,16.1
5240,14,19.5
5240,152,12.0
5240,82,16.6667
5240,15,16.2
5240,199,18.1429
5240,59,14.0
5240,18,14.5
5240,37,15.1429
5240,39,15.7778
5240,117,16.75
5240,173,14.0
5240,20,10.6667
5240,21,13.0
5240,42,13.7143
5240,22,18.6667
5240,245,15.7778
5240,23,14.5
5240,181,8.75
5241,45,36.1667
5241,122,41.0
5241,67,31.4
5241,0,19.4286
5241,1,34.8333
5241,2,36.75
5241,46,27.8333
5241,326,28.4
5241,184,33.7143
5241,47,31.8
5241,68,32.1667
5241,48,30.8333
5241,129,37.0
5241,49,30.0
5241,3,29.5714
5241,4,33.8
5241,5,32.6
5241,100,42.0
5241,101,27.4444
5241,902,28.1429
5241,134,30.6667
5241,51,31.75
5241,73,32.5
5241,6,34.75
5241,74,27.2222
5241,7,31.8
5241,76,31.0
5241,78,27.0
5241,188,38.3333
5241,139,27.7
5241,189,28.25
5241,8,27.1429
5241,9,31.0
5241,10,34.1429
5241,28,29.0
5241,11,34.3333
5241,54,33.1667
5241,224,30.3333
5241,409,33.625
5241,29,31.5714
5241,12,21.75
5241,146,30.4
5241,107,29.5714
5241,13,35.0
5241,148,31.5
5241,32,33.75
5241,14,38.3333
5241,33,25.8
5241,57,20.5714
5241,152,26.4
5241,110,25.5
5241,82,36.5
5241,15,34.0
5241,195,29.8571
5241,156,26.4
5241,303,29.8571
5241,16,23.5714
5241,158,23.0
5241,58,30.75
5241,34,21.3333
5241,164,22.8571
5241,199,33.8571
5241,59,25.5
5241,17,27.4
5241,35,33.6
5241,88,34.2
5241,18,28.3333
5241,36,33.5
5241,37,28.8571
5241,89,35.75
5241,39,30.4444
5241,117,37.25
5241,19,34.5
5241,63,33.5
5241,20,21.8333
5241,273,38.3333
5241,41,36.2
5241,21,26.8
5241,42,28.0
5241,43,40.25
5241,22,34.8333
5241,66,30.7143
5241,245,30.4444
5241,23,25.0
5242,67,25.8
5242,1,24.8333
5242,2,31.5
5242,46,16.5
5242,68,24.1667
5242,48,21.6667
5242,69,29.1429
5242,129,27.2
5242,5,21.6
5242,100,32.3333
5242,101,24.6667
5242,134,26.0
5242,51,23.5
5242,6,26.125
5242,74,24.1111
5242,76,27.0
5242,77,21.125
5242,139,24.1
5242,9,23.7143
5242,10,26.5714
5242,28,24.1667
5242,259,29.6
5242,224,24.0
5242,409,24.875
5242,29,20.4286
5242,81,27.75
5242,146,22.2
5242,107,26.5714
5242,148,24.7
5242,82,28.6667
5242,15,28.0
5242,84,23.6667
5242,160,27.2
5242,85,19.5
5242,162,27.2
5242,199,25.2857
5242,59,18.8333
5242,17,27.0
5242,18,23.8333
5242,89,25.25
5242,39,26.7778
5242,117,28.5
5242,171,27.3333
5242,173,23.5
5242,20,12.3333
5242,393,25.3333
5242,41,27.8
5242,21,19.0
5242,42,18.7143
5242,94,24.0
5242,22,24.8333
5242,245,26.7778
5242,23,21.5
5244,1,12.8333
5244,46,10.8333
5244,68,12.3333
5244,101,11.5556
5244,73,13.5
5244,6,13.5
5244,77,12.125
5244,78,11.4286
5244,12,9.0
5244,148,12.6
5244,14,14.0
5244,15,13.8
5244,16,11.0
5244,158,10.1667
5244,85,9.0
5244,162,14.0
5244,59,11.1667
5244,17,11.8
5244,18,12.1667
5244,171,14.1667
5244,20,9.5
5244,42,11.2857
5244,22,12.8333
5244,23,10.5
5245,45,16.1667
5245,67,15.0
5245,0,10.4286
5245,1,15.1667
5245,46,13.0
5245,184,14.8571
5245,47,16.0
5245,68,14.8333
5245,6,14.375
5245,76,14.3333
5245,54,15.1667
5245,146,13.6
5245,13,16.8
5245,32,16.25
5245,152,13.0
5245,156,12.4
5245,84,13.8333
5245,16,10.2857
5245,34,10.0
5245,59,13.0
5245,17,12.0
5245,35,15.0
5245,36,12.0
5245,37,14.1429
5245,117,16.0
5245,63,12.0
5245,20,10.3333
5245,42,12.4286
5245,43,16.5
5245,22,15.1667
5247,45,19.6667
5247,122,21.6667
5247,1,20.3333
5247,46,14.0
5247,5,18.2
5247,100,21.0
5247,902,14.1429
5247,6,18.625
5247,188,20.3333
5247,224,18.0
5247,409,19.0
5247,29,12.5714
5247,146,15.0
5247,13,16.6
5247,148,15.9
5247,14,20.3333
5247,152,11.6
5247,160,20.4
5247,162,20.4
5247,199,19.5714
5247,35,18.2
5247,37,16.0
5247,39,15.8889
5247,171,19.6667
5247,20,9.3333
5247,41,19.8
5247,42,14.8571
5247,22,20.3333
5247,245,15.8889
5247,23,12.5
5250,45,26.3333
5250,122,28.8333
5250,0,16.4286
5250,1,24.0
5250,2,27.75
5250,184,23.2857
5250,47,23.4
5250,68,25.0
5250,48,21.6667
5250,69,24.1429
5250,49,23.3333
5250,5,23.0
5250,100,30.3333
5250,101,21.4444
5250,902,21.1429
5250,51,24.75
5250,74,20.6667
5250,76,25.0
5250,78,20.4286
5250,189,21.75
5250,8,20.7143
5250,9,22.8571
5250,259,29.6
5250,224,21.1667
5250,409,23.25
5250,29,24.0
5250,12,17.75
5250,81,23.5
5250,146,23.2
5250,30,22.0
5250,13,26.6
5250,32,24.5
5250,33,18.8
5250,57,17.4286
5250,152,21.2
5250,110,20.8333
5250,82,27.5
5250,15,24.4
5250,195,23.0
5250,156,20.4
5250,84,23.6667
5250,303,23.0
5250,199,23.1429
5250,59,20.6667
5250,17,22.4
5250,36,20.5
5250,37,20.4286
5250,38,15.6667
5250,39,22.4444
5250,117,29.25
5250,19,23.3333
5250,173,24.75
5250,20,17.1667
5250,393,21.3333
5250,42,21.1429
5250,43,27.0
5250,22,24.0
5250,245,22.4444
5250,23,20.0
5250,181,17.0
5251,45,22.3333
5251,67,22.6
5251,0,13.2857
5251,1,22.3333
5251,2,26.5
5251,46,15.8333
5251,68,22.6667
5251,101,21.2222
5251,73,23.1667
5251,6,22.625
5251,76,22.8333
5251,78,16.4286
5251,139,20.7
5251,8,17.8571
5251,9,20.5714
5251,10,23.2857
5251,28,21.6667
5251,259,25.4
5251,54,20.6667
5251,224,21.1667
5251,29,20.7143
5251,12,13.5
5251,81,23.0
5251,146,20.6
5251,107,22.5714
5251,148,21.4
5251,32,22.0
5251,14,24.0
5251,152,18.6
5251,82,24.6667
5251,16,16.1429
5251,158,13.1667
5251,160,22.8
5251,85,15.25
5251,34,11.3333
5251,199,22.1429
5251,17,22.2
5251,88,22.2
5251,18,20.6667
5251,36,18.0
5251,89,23.625
5251,39,22.3333
5251,117,26.0
5251,63,18.0
5251,173,22.0
5251,20,14.3333
5251,393,21.5556
5251,41,23.4
5251,22,22.3333
5251,245,22.3333
5256,67,13.6
5256,47,12.4
5256,69,14.4286
5256,101,13.2222
5256,73,13.5
5256,188,13.1667
5256,9,12.5714
5256,29,11.4286
5256,146,11.6
5256,107,14.0
5256,152,10.6
5256,160,14.4
5256,162,14.4
5256,59,12.0
5256,17,14.4
5256,38,7.8333
5256,39,13.8889
5256,171,14.3333
5256,273,14.8333
5256,42,10.8571
5256,245,13.8889
5256,23,12.75
5256,181,7.5
5257,45,20.6667
5257,0,12.5714
5257,1,22.5
5257,46,16.1667
5257,326,17.5
5257,184,20.1429
5257,51,16.5
5257,6,20.625
5257,188,24.6667
5257,8,17.2857
5257,54,21.0
5257,224,20.1667
5257,409,20.875
5257,29,18.4286
5257,81,16.625
5257,13,18.4
5257,148,19.5
5257,14,24.6667
5257,33,17.0
5257,110,15.6667
5257,82,20.0
5257,15,20.0
5257,195,17.5714
5257,156,16.2
5257,84,21.0
5257,16,16.1429
5257,58,20.5
5257,160,22.2
5257,162,22.2
5257,34,12.3333
5257,199,22.0
5257,18,14.5
5257,37,17.2857
5257,38,13.6667
5257,19,22.5
5257,20,15.3333
5257,42,15.4286
5257,43,24.0
5257,22,22.5
5257,66,21.4286
5257,23,13.0
5257,181,14.5
5258,45,25.0
5258,122,28.3333
5258,0,14.0
5258,1,25.0
5258,46,19.1667
5258,326,20.0
5258,47,21.6
5258,68,21.0
5258,48,21.5
5258,49,19.3333
5258,4,24.6
5258,51,20.0
5258,73,21.3333
5258,6,24.0
5258,259,23.4
5258,54,23.5
5258,224,22.1667
5258,409,24.0
5258,29,21.2857
5258,81,20.25
5258,148,22.2
5258,32,22.5
5258,14,27.5
5258,33,18.8
5258,110,17.8333
5258,82,23.8333
5258,15,22.8
5258,195,20.7143
5258,84,24.1667
5258,303,20.7143
5258,16,17.1429
5258,158,16.5
5258,160,24.8
5258,164,16.0
5258,199,24.2857
5258,59,17.5
5258,18,18.3333
5258,36,22.5
5258,37,20.5714
5258,38,13.6667
5258,39,20.2222
5258,117,23.25
5258,19,25.1667
5258,20,16.1667
5258,273,26.5
5258,42,19.0
5258,43,27.75
5258,22,25.0
5258,66,22.8571
5258,245,20.2222
5258,23,17.0
5258,181,14.5
5259,45,17.3333
5259,1,14.8333
5259,47,15.2
5259,68,16.6667
5259,69,17.0
5259,100,18.3333
5259,101,15.5556
5259,51,14.75
5259,6,16.5
5259,77,14.25
5259,11,16.5
5259,29,14.4286
5259,81,16.875
5259,146,15.6
5259,107,15.7143
5259,152,14.4
5259,82,18.0
5259,195,13.5714
5259,16,11.4286
5259,160,17.2
5259,162,17.2
5259,17,15.8
5259,35,15.2
5259,18,15.5
5259,37,13.0
5259,39,16.2222
5259,19,14.8333
5259,20,9.0
5259,42,13.4286
5259,94,15.0
5260,45,31.1667
5260,122,35.3333
5260,67,28.8
5260,0,16.7143
5260,1,29.8333
5260,2,33.5
5260,46,23.3333
5260,184,29.5714
5260,47,28.6
5260,68,28.1667
5260,48,26.6667
5260,69,29.0
5260,129,32.4
5260,49,28.0
5260,3,26.0
5260,4,29.4
5260,5,26.6
5260,101,25.1111
5260,134,27.3333
5260,73,29.8333
5260,6,30.375
5260,7,26.2
5260,75,29.4
5260,76,28.8333
5260,78,22.4286
5260,188,33.3333
5260,139,25.2
5260,9,26.7143
5260,10,30.1429
5260,28,26.1667
5260,259,33.0
5260,54,28.8333
5260,29,27.0
5260,81,28.25
5260,146,26.4
5260,30,23.4
5260,13,32.0
5260,32,30.0
5260,14,33.3333
5260,33,21.2
5260,57,18.7143
5260,152,23.0
5260,110,22.3333
5260,82,32.5
5260,15,30.0
5260,156,23.4
5260,84,28.6667
5260,16,20.8571
5260,58,26.25
5260,160,30.4
5260,34,17.0
5260,59,22.6667
5260,17,25.8
5260,88,30.4
5260,18,26.0
5260,36,26.5
5260,37,24.5714
5260,38,15.8333
5260,89,31.25
5260,39,27.3333
5260,117,33.5
5260,19,29.8333
5260,63,26.5
5260,173,29.0
5260,20,19.3333
5260,273,33.8333
5260,393,25.7778
5260,42,23.4286
5260,43,34.25
5260,22,29.8333
5260,66,26.5714
5260,245,27.3333
5262,45,17.6667
5262,0,11.5714
5262,46,15.3333
5262,326,15.4
5262,68,15.5
5262,48,16.0
5262,4,15.6
5262,5,16.6
5262,134,16.2222
5262,6,17.5
5262,78,14.8571
5262,188,18.0
5262,189,15.125
5262,54,15.6667
5262,29,16.4286
5262,81,15.875
5262,146,16.2
5262,13,16.2
5262,32,15.75
5262,57,12.4286
5262,82,18.8333
5262,15,17.8
5262,84,16.6667
5262,85,11.0
5262,34,10.6667
5262,39,15.3333
5262,20,12.5
5262,273,18.6667
5262,41,17.2
5262,21,14.0
5262,42,15.1429
5262,66,15.8571
5262,245,15.3333
5263,1,18.8333
5263,2,21.0
5263,46,13.3333
5263,184,17.8571
5263,69,18.8571
5263,4,18.0
5263,101,16.3333
5263,51,15.5
5263,6,18.625
5263,7,14.8
5263,75,18.8
5263,8,13.8571
5263,28,17.0
5263,259,19.8
5263,224,17.8333
5263,29,15.1429
5263,81,18.0
5263,107,18.2857
5263,13,19.2
5263,82,19.5
5263,15,18.4
5263,84,17.1667
5263,162,19.6
5263,199,18.8571
5263,59,14.1667
5263,35,18.0
5263,38,9.3333
5263,39,18.2222
5263,117,19.25
5263,171,19.5
5263,19,18.5
5263,173,15.5
5263,42,14.4286
5263,245,18.2222
5263,23,15.25
5263,181,9.25
5264,45,31.0
5264,122,34.6667
5264,67,28.8
5264,0,19.2857
5264,1,28.6667
5264,2,31.75
5264,46,24.8333
5264,326,25.5
5264,184,28.4286
5264,47,28.0
5264,68,28.3333
5264,69,28.1429
5264,129,32.4
5264,3,26.1429
5264,5,27.0
5264,100,36.3333
5264,101,24.3333
5264,134,26.8889
5264,51,30.5
5264,73,30.5
5264,6,29.375
5264,7,28.2
5264,75,28.2
5264,76,28.5
5264,77,26.625
5264,78,25.4286
5264,188,33.0
5264,139,24.4
5264,8,25.2857
5264,259,32.8
5264,54,27.6667
5264,224,25.0
5264,29,29.7143
5264,12,22.75
5264,146,26.0
5264,30,26.0
5264,107,25.4286
5264,13,31.2
5264,148,27.2
5264,14,33.0
5264,33,24.2
5264,57,21.0
5264,152,23.6
5264,110,25.0
5264,82,33.5
5264,15,30.4
5264,195,27.7143
5264,156,25.2
5264,303,27.7143
5264,16,21.5714
5264,58,26.75
5264,34,20.0
5264,59,23.1667
5264,17,24.6
5264,35,28.0
5264,88,33.0
5264,18,25.8333
5264,36,28.0
5264,37,24.4286
5264,38,19.1667
5264,39,26.0
5264,117,34.25
5264,19,28.6667
5264,63,28.0
5264,173,30.5
5264,20,21.1667
5264,273,33.8333
5264,41,30.6
5264,21,26.0
5264,42,24.1429
5264,43,33.5
5264,22,28.6667
5264,66,26.4286
5264,23,22.75
5264,181,21.5
5266,122,16.8333
5266,1,14.8333
5266,46,13.8333
5266,184,13.8571
5266,77,12.875
5266,29,14.7143
5266,12,13.75
5266,81,12.0
5266,14,16.6667
5266,33,12.8
5266,110,14.5
